,Year,gdp_per_capita_current,gdp_per_capita_constant_2015,forest_area_hectares,forest_proportion,Flag,woodfuel_coniferous_m3,woodfuel_non_coniferous_m3,ISO3,rural_pop_percent,mean_temp
1933,2022,55294.843872,54876.214523,,,E,3000000.0,3000000.0,SWE,4.56,4.56
1934,2023,55438.639852,54373.104523,,,A,2800000.0,2800000.0,SWE,3.77,3.77
1935,2024,57468.283603,54615.309366,,,E,2800000.0,2800000.0,SWE,,
1936,1970,4044.437477,53988.767605,,,A,140000.0,680000.0,CHE,3.79,3.79
1937,1971,4834.691775,55894.1696,,,A,125000.0,725000.0,CHE,4.35,4.35
1938,1972,5884.735265,57244.99119,,,A,160000.0,575000.0,CHE,4.03,4.03
1939,1973,7855.767006,58557.677207,,,A,160000.0,530000.0,CHE,4.0,4.0
1940,1974,9004.980198,59091.349717,,,A,200000.0,650000.0,CHE,4.46,4.46
1941,1975,10328.228584,54811.626553,,,A,110000.0,660000.0,CHE,4.33,4.33
1942,1976,10864.703071,54351.322435,,,A,110000.0,580000.0,CHE,4.19,4.19
1943,1977,11643.181778,55861.903766,,,A,120000.0,560000.0,CHE,4.61,4.61
1944,1978,16281.186752,56084.36303,,,A,120000.0,580000.0,CHE,4.08,4.08
1945,1979,18264.270103,57365.957899,,,A,115000.0,665000.0,CHE,4.13,4.13
1946,1980,19392.438481,59767.301998,,,A,145000.0,785000.0,CHE,3.66,3.66
1947,1981,17663.297912,60392.687113,,,A,140000.0,810000.0,CHE,4.33,4.33
1948,1982,17998.796922,59254.571564,,,A,165000.0,785000.0,CHE,4.82,4.82
1949,1983,17857.381137,59377.724575,,,A,155000.0,715000.0,CHE,4.96,4.96
1950,1984,16989.897367,60944.662686,,,E,155000.0,715000.0,CHE,3.76,3.76
1951,1985,17150.352506,62904.907573,,,A,235000.0,605000.0,CHE,3.99,3.99
1952,1986,24457.273091,63741.200887,,,A,256000.0,638000.0,CHE,4.4,4.4
1953,1987,30437.581423,64346.00287,,,A,259000.0,625000.0,CHE,4.38,4.38
1954,1988,32686.67745,65967.532646,,,A,268000.0,625000.0,CHE,5.22,5.22
1955,1989,31304.044448,68269.059706,,,A,245000.0,568000.0,CHE,5.09,5.09
1956,1990,39589.557034,70088.336356,1153.5,29.18,A,341000.0,538000.0,CHE,5.18,5.18
1957,1991,39562.385076,68590.556898,,,A,266000.0,520000.0,CHE,4.41,4.41
1958,1992,40715.013861,67781.638165,,,A,273000.0,572000.0,CHE,5.13,5.13
1959,1993,39237.575267,67081.001643,,,A,264000.0,,CHE,4.79,4.79
1960,1993,39237.575267,67081.001643,,,E,,572000.0,CHE,4.79,4.79
1961,1994,43093.291941,67393.843853,,,A,295000.0,563000.0,CHE,6.24,6.24
1962,1995,50116.630111,67266.912863,,,A,286000.0,547000.0,CHE,4.93,4.93
1963,1996,48092.026391,67283.7904,,,A,272000.0,581000.0,CHE,4.3,4.3
1964,1997,41582.579025,68637.590916,,,A,311000.0,629000.0,CHE,5.47,5.47
1965,1998,42678.4542,70507.149649,,,E,130000.0,670000.0,CHE,5.02,5.02
1966,1999,41696.181617,71340.04467,,,X,334000.0,646000.0,CHE,5.09,5.09
1967,2000,38865.361181,73752.438539,1196.18,30.26,X,818000.0,808000.0,CHE,5.64,5.64
1968,2001,39657.436891,74475.141313,,,X,517000.0,605000.0,CHE,5.26,5.26
1969,2002,42493.539287,73885.24973,,,X,408000.0,583000.0,CHE,5.78,5.78
1970,2003,49374.912778,73310.432693,,,X,493000.0,614000.0,CHE,5.75,5.75
1971,2004,54699.838209,74773.633384,,,X,483000.0,665000.0,CHE,5.07,5.07
1972,2005,56283.997091,76337.303013,,,X,495837.0,754981.0,CHE,4.89,4.89
1973,2006,59051.798844,78951.038249,,,X,508625.0,908400.0,CHE,5.75,5.75
1974,2007,65040.411321,81315.939485,,,X,430147.0,791830.0,CHE,5.9,5.9
1975,2008,74233.603318,82545.25704,,,X,424263.0,770628.0,CHE,5.59,5.59
1976,2009,71622.784363,79649.147676,,,X,434079.0,980584.0,CHE,5.7,5.7
1977,2010,76523.114216,81306.647879,1234.72,31.25,A,461259.0,1037388.0,CHE,4.61,4.61
1978,2011,90454.197997,81853.920288,,,A,477521.0,1061394.0,CHE,6.36,6.36
1979,2012,85814.042867,81943.721272,,,A,544000.0,1129000.0,CHE,5.57,5.57
1980,2013,87284.304281,82461.001883,,,A,569000.0,1241000.0,CHE,5.12,5.12
1981,2014,88707.804353,83378.217129,,,A,568000.0,1231000.0,CHE,6.29,6.29
1982,2015,83790.888047,83790.888047,1248.7,31.6,A,548000.0,1186000.0,CHE,6.49,6.49
1983,2016,82137.742393,84595.308957,,,A,553000.0,1188000.0,CHE,5.95,5.95
1984,2017,82236.979565,84949.617324,,,A,549570.0,1095180.0,CHE,5.95,5.95
1985,2018,85196.475361,86736.070089,,,A,679490.0,1056440.0,CHE,6.87,6.87
1986,2019,84105.495188,87100.867671,,,A,742810.0,1001040.0,CHE,6.32,6.32
1987,2020,85862.50175,84613.3625,1257.86,31.84,A,810100.0,960250.0,CHE,6.63,6.63
1988,2021,93638.122257,88635.975286,,,A,750380.0,1054750.0,CHE,5.41,5.41
1989,2022,94232.458673,90449.472981,,,E,769330.0,1169420.0,CHE,7.1,7.1
1990,2023,100830.693983,90262.879984,,,A,770660.0,1187720.0,CHE,7.09,7.09
1991,2024,104972.673491,90911.417144,,,A,822000.0,1095590.0,CHE,,
1992,1991,1691.096659,2814.538087,,,,,,UKR,8.33,8.33
1993,1992,1553.053636,2527.198171,,,,,,UKR,8.35,8.35
1994,1993,1363.067481,2166.68671,,,,,,UKR,7.52,7.52
1995,1994,1078.538049,1678.567447,,,,,,UKR,8.89,8.89
1996,1995,975.040438,1486.326761,,,E,949000.0,949000.0,UKR,8.79,8.79
1997,1996,900.830787,1348.515322,,,A,938000.0,938000.0,UKR,7.68,7.68
1998,1997,1022.664646,1319.532134,,,A,905000.0,905000.0,UKR,7.72,7.72
1999,1998,860.949634,1304.337395,,,E,905000.0,905000.0,UKR,8.61,8.61
2000,1999,654.419565,1312.748045,,,E,883000.0,883000.0,UKR,9.7,9.7
2001,2000,653.294269,1401.853761,9510.0,16.41,X,1623200.0,2434800.0,UKR,9.42,9.42
2002,2001,800.482005,1545.316695,,,X,1628000.0,2442000.0,UKR,9.04,9.04
2003,2002,903.011892,1640.791678,,,X,2968500.0,4454500.0,UKR,9.46,9.46
2004,2003,1076.48155,1811.700762,,,X,3247200.0,4870800.0,UKR,8.3,8.3
2005,2004,1400.970454,2039.56545,,,X,3358440.0,5037660.0,UKR,8.91,8.91
2006,2005,1875.335136,2119.608905,,,X,3258240.0,4887360.0,UKR,9.1,9.1
2007,2006,2366.494119,2294.892318,,,X,3576318.0,5365582.0,UKR,8.65,8.65
2008,2007,3160.327641,2494.829654,,,X,3807489.0,5712411.0,UKR,10.29,10.29
2009,2008,4017.806246,2564.073981,,,E,3807489.0,5712411.0,UKR,9.71,9.71
2010,2009,2607.087542,2185.085284,,,X,5589449.0,2450351.0,UKR,9.64,9.64
2011,2010,2927.769782,2198.941805,9548.0,16.48,X,5870764.0,2738836.0,UKR,9.7,9.7
2012,2011,3523.385785,2326.545015,,,X,6492162.0,3028738.0,UKR,9.03,9.03
2013,2012,3803.949811,2337.033717,,,A,6584200.0,3071700.0,UKR,9.51,9.51
2014,2013,3974.051258,2340.627346,,,A,6745500.0,3174300.0,UKR,9.82,9.82
2015,2014,2904.001614,2194.601456,,,A,4446000.0,5728000.0,UKR,9.64,9.64
2016,2015,1988.231419,1988.231419,9700.0,16.74,E,4446000.0,5728000.0,UKR,10.3,10.3
2017,2016,2046.52241,2044.267908,,,E,4446000.0,5728000.0,UKR,9.67,9.67
2018,2017,2466.995366,2100.837984,,,A,5973000.0,5645000.0,UKR,9.95,9.95
2019,2018,2895.249971,2185.045809,,,A,6048400.0,4671300.0,UKR,9.93,9.93
2020,2019,3422.859129,2267.568489,,,A,3950600.0,4632600.0,UKR,10.71,10.71
2021,2020,3505.319359,2196.023474,9900.0,17.09,A,3548300.0,4228400.0,UKR,10.79,10.79
2022,2021,4509.525727,2291.247599,,,A,3670400.0,4781700.0,UKR,9.27,9.27
2023,2022,3946.270217,1761.549501,,,A,3534500.0,5154800.0,UKR,9.96,9.96
2024,2023,4737.439395,2018.385642,,,A,3321100.0,5291000.0,UKR,10.88,10.88
2025,2024,4969.524688,2070.208789,,,A,3545200.0,4565300.0,UKR,,
2026,1990,1410.946056,3265.254109,912.0,35.86,,,,MKD,11.02,11.02
2027,1991,1418.291575,3174.88472,,,,,,MKD,9.67,9.67
2028,1992,1347.685668,2949.614048,,,,,,MKD,10.57,10.57
2029,1993,1476.663916,2950.767083,,,A,,697000.0,MKD,10.81,10.81
2030,1994,1786.356466,2917.035332,,,A,,611000.0,MKD,11.96,11.96
2031,1995,2355.241191,2876.04695,,,A,,610000.0,MKD,10.26,10.26
2032,1996,2306.52385,2889.855076,,,A,,616000.0,MKD,10.4,10.4
2033,1997,1931.622566,2912.367022,,,E,,616000.0,MKD,10.35,10.35
2034,1998,1848.149955,2993.328007,,,X,542000.0,500.0,MKD,10.89,10.89
2035,1999,1886.447398,3107.164908,,,X,2000.0,697000.0,MKD,11.18,11.18
2036,2000,1833.932146,3234.058238,957.55,37.65,X,3000.0,872000.0,MKD,11.27,11.27
2037,2001,1795.308128,3121.135927,,,X,4000.0,601000.0,MKD,11.1,11.1
2038,2002,1937.035856,3155.259752,,,X,2000.0,601000.0,MKD,11.13,11.13
2039,2003,2376.41152,3214.653226,,,X,1000.0,687000.0,MKD,11.12,11.12
2040,2004,2723.492484,3356.575196,,,X,9000.0,696000.0,MKD,10.91,10.91
2041,2005,2994.828336,3509.713952,,,X,12000.0,652000.0,MKD,10.38,10.38
2042,2006,3284.085934,3691.019336,,,X,1000.0,662000.0,MKD,10.64,10.64
2043,2007,4004.129079,3943.662276,,,X,1000.0,478000.0,MKD,11.91,11.91
2044,2008,4785.292348,4181.827661,,,X,4000.0,512000.0,MKD,11.88,11.88
2045,2009,4562.621322,4187.526787,,,X,7000.0,523000.0,MKD,11.45,11.45
2046,2010,4585.492168,4347.361962,960.43,38.08,A,7000.0,523000.0,MKD,11.65,11.65
2047,2011,5143.303167,4473.201214,,,A,1000.0,475000.0,MKD,11.14,11.14
2048,2012,4807.045127,4481.701989,,,A,9000.0,643000.0,MKD,11.84,11.84
2049,2013,5373.178112,4644.880466,,,A,11000.0,566000.0,MKD,12.02,12.02
2050,2014,5687.289089,4850.685977,,,A,10000.0,524000.0,MKD,12.01,12.01
2051,2015,5082.147966,5082.147966,994.4,39.43,A,21000.0,702000.0,MKD,11.84,11.84
2052,2016,5441.638198,5277.826179,,,A,24000.0,733000.0,MKD,11.8,11.8
2053,2017,5825.743956,5390.931191,,,A,14000.0,673000.0,MKD,11.74,11.74
2054,2018,6606.698829,5607.325922,,,A,21000.0,660000.0,MKD,12.25,12.25
2055,2019,6643.162984,5894.401738,,,A,22000.0,627000.0,MKD,12.41,12.41
2056,2020,6603.063337,5694.961632,1042.32,41.33,A,26000.0,584000.0,MKD,11.93,11.93
2057,2021,7563.193244,6019.068333,,,A,49000.0,531000.0,MKD,11.6,11.6
2058,2022,7571.017708,6221.677267,,,A,54000.0,526000.0,MKD,11.88,11.88
2059,2023,8605.529551,6379.868072,,,A,56000.0,488000.0,MKD,12.37,12.37
2060,2024,9170.815578,6587.331796,,,A,42000.0,430000.0,MKD,,
2061,1970,2347.707007,19285.458857,,,A,186000.0,206000.0,GBR,8.72,8.72
2062,1971,2649.9484,19880.439414,,,A,188000.0,142000.0,GBR,9.14,9.14
2063,1972,3030.873583,20669.757829,,,A,185000.0,188000.0,GBR,8.53,8.53
2064,1973,3426.869876,21975.292105,,,A,102000.0,160000.0,GBR,8.78,8.78
2065,1974,3666.589824,21415.708327,,,A,101000.0,155000.0,GBR,8.79,8.79
2066,1975,4299.786706,21101.769842,,,A,26000.0,114000.0,GBR,9.11,9.11
2067,1976,4138.892089,21723.230774,,,A,30000.0,80000.0,GBR,9.1,9.1
2068,1977,4683.140578,22267.160923,,,A,30000.0,80000.0,GBR,8.68,8.68
2069,1978,5979.114393,23203.443142,,,A,30000.0,80000.0,GBR,8.58,8.58
2070,1979,7808.986848,24054.842693,,,A,30000.0,80000.0,GBR,7.88,7.88
2071,1980,10037.902757,23539.678936,,,A,30000.0,80000.0,GBR,8.57,8.57
2072,1981,9603.493192,23344.918678,,,A,30000.0,80000.0,GBR,8.46,8.46
2073,1982,9148.722333,23815.631221,,,A,30000.0,80000.0,GBR,9.1,9.1
2074,1983,8691.316916,24803.775212,,,A,30000.0,80000.0,GBR,9.22,9.22
2075,1984,8174.885171,25313.010845,,,A,30000.0,80000.0,GBR,9.03,9.03
2076,1985,8643.12438,26290.612528,,,A,58000.0,71000.0,GBR,8.22,8.22
2077,1986,10597.967042,27049.325505,,,A,52000.0,65000.0,GBR,8.08,8.08
2078,1987,13098.653984,28440.82108,,,A,72000.0,78000.0,GBR,8.42,8.42
2079,1988,15960.479575,29997.066187,,,A,80000.0,80000.0,GBR,9.13,9.13
2080,1989,16210.065032,30686.547138,,,A,95000.0,125000.0,GBR,9.67,9.67
2081,1990,19056.204507,30811.636028,2778.0,11.48,A,95000.0,130000.0,GBR,9.74,9.74
2082,1991,19855.137907,30372.567097,,,A,100000.0,150000.0,GBR,8.82,8.82
2083,1992,20438.806386,30407.699129,,,A,95000.0,130000.0,GBR,9.04,9.04
2084,1993,18344.950915,31088.442475,,,A,100000.0,130000.0,GBR,8.71,8.71
2085,1994,19661.729906,32204.9784,,,A,100000.0,,GBR,9.31,9.31
2086,1994,19661.729906,32204.9784,,,E,,130000.0,GBR,9.31,9.31
2087,1995,23116.090701,32934.319108,,,A,100000.0,132000.0,GBR,9.57,9.57
2088,1996,24352.886319,33701.271844,,,A,100000.0,,GBR,8.6,8.6
2089,1996,24352.886319,33701.271844,,,E,,132000.0,GBR,8.6,8.6
2090,1997,26704.830993,35271.082789,,,A,100000.0,,GBR,9.84,9.84
2091,1997,26704.830993,35271.082789,,,E,,132000.0,GBR,9.84,9.84
2092,1998,28206.038273,36359.428392,,,X,98000.0,131000.0,GBR,9.55,9.55
2093,1999,28687.743479,37336.508471,,,X,98000.0,131000.0,GBR,9.75,9.75
2094,2000,28200.681466,38813.268874,2954.0,12.21,A,98000.0,131000.0,GBR,9.47,9.47
2095,2001,27829.099233,39656.899485,,,A,98000.0,,GBR,9.18,9.18
2096,2001,27829.099233,39656.899485,,,X,,131000.0,GBR,9.18,9.18
2097,2002,29990.671562,40197.689024,,,X,98000.0,131000.0,GBR,9.79,9.79
2098,2003,34344.732162,41271.03781,,,X,98000.0,131000.0,GBR,9.8,9.8
2099,2004,40246.220406,42039.765927,,,X,98000.0,131000.0,GBR,9.75,9.75
2100,2005,41969.489305,42884.847309,,,X,98000.0,219000.0,GBR,9.72,9.72
2101,2006,44364.610505,43578.593985,,,X,98000.0,219000.0,GBR,10.01,10.01
2102,2007,50225.765745,44370.170224,,,X,196000.0,263000.0,GBR,9.87,9.87
2103,2008,47230.706656,43909.101348,,,X,294600.0,262500.0,GBR,9.32,9.32
2104,2009,38600.436668,41559.373672,,,X,638300.0,350000.0,GBR,9.45,9.45
2105,2010,39448.04531,42150.183909,3059.0,12.64,A,1031100.0,350000.0,GBR,8.3,8.3
2106,2011,41943.564848,42292.504339,,,A,883800.0,350000.0,GBR,9.92,9.92
2107,2012,42324.409656,42627.850136,,,A,982000.0,350000.0,GBR,9.01,9.01
2108,2013,43250.193689,43106.058847,,,A,1227500.0,350000.0,GBR,9.06,9.06
2109,2014,47246.81949,44156.351839,,,A,1473000.0,350000.0,GBR,10.19,10.19
2110,2015,44781.533372,44781.533372,3155.0,13.04,A,1571200.0,350000.0,GBR,9.51,9.51
2111,2016,40809.979162,45287.980381,,,A,1522100.0,350000.0,GBR,9.61,9.61
2112,2017,40392.718189,46167.980368,,,A,1571200.0,525000.0,GBR,9.9,9.9
2113,2018,43017.614898,46537.588944,,,A,1865800.0,612500.0,GBR,9.79,9.79
2114,2019,42487.952041,47040.954951,,,A,1865800.0,612500.0,GBR,9.74,9.74
2115,2020,40040.146279,42046.255495,3215.0,13.29,A,1816700.0,612500.0,GBR,9.95,9.95
2116,2021,46451.591019,45438.307496,,,A,1571200.0,612500.0,GBR,9.63,9.63
2117,2022,45674.299431,47280.401487,,,A,1571000.0,613000.0,GBR,10.39,10.39
2118,2023,49224.063694,47093.256543,,,A,1669000.0,613000.0,GBR,10.3,10.3
2119,2024,52875.559086,47298.106191,,,A,1669000.0,613000.0,GBR,,
