,Year,gdp_per_capita_current,gdp_per_capita_constant_2015,forest_area_hectares,forest_proportion,Flag,woodfuel_coniferous_m3,woodfuel_non_coniferous_m3,ISO3,rural_pop_percent,mean_temp
335,2009,5350.93913,5195.073535,,,X,671417.0,1422383.0,BLR,7.19,7.19
336,2010,6030.281642,5607.460181,8630.0,42.53,X,734845.0,1556755.0,BLR,7.06,7.06
337,2011,6520.01148,5929.645994,,,E,734845.0,1556755.0,BLR,7.63,7.63
338,2012,6941.284219,6039.422363,,,A,4924000.0,2519000.0,BLR,6.9,6.9
339,2013,7980.127082,6095.964652,,,A,4963000.0,2670000.0,BLR,7.62,7.62
340,2014,8320.013032,6197.052453,,,X,5360000.0,2884000.0,BLR,7.84,7.84
341,2015,5950.567328,5950.567328,8633.5,42.53,E,5360000.0,2884000.0,BLR,8.68,8.68
342,2016,5024.026771,5796.777858,,,A,5801100.0,2637700.0,BLR,7.76,7.76
343,2017,5763.124298,5946.35218,,,A,7586700.0,2092400.0,BLR,7.72,7.72
344,2018,6332.365027,6143.859945,,,A,9708500.0,2647800.0,BLR,8.0,8.0
345,2019,6826.422544,6262.197035,,,A,8195700.0,2838600.0,BLR,8.89,8.89
346,2020,6563.152698,6276.65401,8843.05,43.57,A,6925800.0,3131900.0,BLR,9.11,9.11
347,2021,7531.18763,6498.641272,,,E,6397400.0,3900000.0,BLR,7.38,7.38
348,2022,8042.43501,6248.287767,,,A,7049800.0,4180100.0,BLR,7.87,7.87
349,2023,7882.833433,6536.02521,,,A,5881800.0,2921400.0,BLR,8.83,8.83
350,2024,8315.465001,6842.384313,,,A,6241500.0,2902500.0,BLR,,
351,1990,3439.912692,9430.822201,1850.0,33.09,,,,HRV,12.08,12.08
352,1991,2812.042464,7457.270124,,,,,,HRV,10.98,10.98
353,1992,2562.030186,6642.879702,,,A,0.0,,HRV,12.15,12.15
354,1992,2562.030186,6642.879702,,,E,,568000.0,HRV,12.15,12.15
355,1993,2746.134464,6177.543112,,,A,0.0,711000.0,HRV,11.44,11.44
356,1994,3716.364333,6616.059743,,,A,0.0,1012000.0,HRV,12.74,12.74
357,1995,4900.647216,7233.716343,,,A,8000.0,852000.0,HRV,11.65,11.65
358,1996,5262.31604,7771.622415,,,A,6000.0,826000.0,HRV,10.73,10.73
359,1997,5335.139648,8356.622285,,,A,6000.0,1000000.0,HRV,11.54,11.54
360,1998,5789.254174,8658.097956,,,X,7000.0,1100000.0,HRV,11.83,11.83
361,1999,5389.011024,8701.756056,,,X,7000.0,1087000.0,HRV,12.08,12.08
362,2000,5042.357679,9081.701661,1885.0,33.71,X,82000.0,894000.0,HRV,13.07,13.07
363,2001,5408.863963,9418.749785,,,X,116000.0,631000.0,HRV,12.21,12.21
364,2002,6290.377634,9954.456674,,,X,45000.0,710000.0,HRV,12.67,12.67
365,2003,8129.737022,10506.55104,,,X,18000.0,961000.0,HRV,12.37,12.37
366,2004,9743.374547,10936.168878,,,X,18000.0,936000.0,HRV,11.74,11.74
367,2005,10621.903108,11399.095659,,,X,21000.0,887000.0,HRV,11.17,11.17
368,2006,11811.062123,11973.19109,,,X,27000.0,888000.0,HRV,12.08,12.08
369,2007,14080.191769,12577.253801,,,X,15000.0,746000.0,HRV,12.87,12.87
370,2008,16474.88846,12828.78363,,,X,12000.0,751000.0,HRV,12.76,12.76
371,2009,14780.613523,11966.006853,,,X,14000.0,848000.0,HRV,12.68,12.68
372,2010,14175.447304,11832.131701,1920.0,34.31,A,22000.0,1034000.0,HRV,11.75,11.75
373,2011,14883.618668,11876.679076,,,A,29000.0,1393000.0,HRV,12.5,12.5
374,2012,13544.707503,11667.84808,,,A,40000.0,1517000.0,HRV,12.75,12.75
375,2013,14029.660286,11699.464702,,,A,59000.0,1341000.0,HRV,12.41,12.41
376,2014,13939.260825,11697.473931,,,A,64695.0,1588116.0,HRV,13.16,13.16
377,2015,12071.505279,12071.505279,1922.0,34.34,A,62546.0,1706195.0,HRV,12.92,12.92
378,2016,12731.104139,12632.085019,,,A,58050.0,1710404.0,HRV,12.52,12.52
379,2017,13868.732468,13229.620965,,,A,69000.0,2320000.0,HRV,12.63,12.63
380,2018,15567.591185,13797.674152,,,A,66867.0,2108474.0,HRV,13.21,13.21
381,2019,15670.319302,14362.971844,,,A,54022.0,2151237.0,HRV,13.3,13.3
382,2020,14620.621102,13277.007048,1939.6,34.66,A,57807.0,2149104.0,HRV,12.94,12.94
383,2021,17612.153489,15065.944672,,,A,50109.0,2079996.0,HRV,12.59,12.59
384,2022,18211.853666,16236.684719,,,A,43000.0,2561000.0,HRV,13.41,13.41
385,2023,21660.899058,16820.280076,,,A,52000.0,2527000.0,HRV,13.79,13.79
386,2024,23875.292734,17555.230653,,,A,44000.0,2571000.0,HRV,,
387,1990,3981.37896,11936.818209,2839.48,36.75,,,,CZE,8.49,8.49
388,1991,2918.212306,10547.867466,,,,,,CZE,7.3,7.3
389,1992,3409.662782,10486.27499,,,,,,CZE,8.59,8.59
390,1993,3987.819977,10484.683661,,,A,564000.0,136000.0,CZE,7.76,7.76
391,1994,4668.358904,10787.6966,,,A,688000.0,90000.0,CZE,9.1,9.1
392,1995,5873.798504,11470.274018,,,A,517000.0,132000.0,CZE,8.02,8.02
393,1996,6585.467183,11966.890471,,,A,535000.0,183000.0,CZE,6.38,6.38
394,1997,6083.639748,11914.190682,,,A,413000.0,197000.0,CZE,7.75,7.75
395,1998,6545.006845,11884.256677,,,A,620000.0,200000.0,CZE,8.39,8.39
396,1999,6397.819663,12064.575271,,,A,610000.0,230000.0,CZE,8.55,8.55
397,2000,6073.276774,12566.310579,2865.28,37.08,A,660000.0,280000.0,CZE,9.24,9.24
398,2001,6659.147424,12939.050469,,,A,680000.0,330000.0,CZE,7.97,7.97
399,2002,8067.614028,13125.215936,,,X,650000.0,357000.0,CZE,8.84,8.84
400,2003,9799.666999,13545.964272,,,X,690000.0,490000.0,CZE,8.63,8.63
401,2004,11708.690252,14170.212726,,,X,700000.0,490000.0,CZE,8.15,8.15
402,2005,13352.339871,15046.144067,,,X,720000.0,505000.0,CZE,8.02,8.02
403,2006,15161.825591,16004.633084,,,X,820000.0,525000.0,CZE,8.51,8.51
404,2007,18383.576681,16829.278809,,,X,1410000.0,360000.0,CZE,9.25,9.25
405,2008,22788.597117,17201.099772,,,X,1390000.0,490000.0,CZE,9.04,9.04
406,2009,19861.068089,16308.648216,,,X,1159000.0,574000.0,CZE,8.62,8.62
407,2010,20180.42344,16682.455112,2880.01,37.29,A,1337000.0,628000.0,CZE,7.38,7.38
408,2011,22050.320248,16927.215205,,,A,1049000.0,865000.0,CZE,8.81,8.81
409,2012,20020.606851,16777.860992,,,A,1196000.0,824000.0,CZE,8.65,8.65
410,2013,20266.489129,16764.738882,,,A,1267000.0,915000.0,CZE,8.29,8.29
411,2014,20053.890171,17131.26127,,,A,1166000.0,945000.0,CZE,9.78,9.78
412,2015,17968.47346,17968.47346,2892.91,37.47,A,1514000.0,822000.0,CZE,9.73,9.73
413,2016,18815.195375,18419.035366,,,A,1550000.0,794000.0,CZE,8.95,8.95
414,2017,21018.536938,19354.693635,,,A,1647000.0,729000.0,CZE,8.86,8.86
415,2018,23887.938734,19888.160373,,,A,3600000.0,646000.0,CZE,9.95,9.95
416,2019,24329.441043,20585.740019,,,A,5396000.0,526000.0,CZE,9.87,9.87
417,2020,23801.571403,19502.459663,2923.16,37.87,E,6186000.0,540000.0,CZE,9.45,9.45
418,2021,27630.945523,20325.683565,,,A,4463000.0,647000.0,CZE,8.38,8.38
419,2022,28279.322105,20625.232424,,,A,3610000.0,795000.0,CZE,9.59,9.59
420,2023,31749.943713,20347.403659,,,A,2344000.0,630000.0,CZE,10.05,10.05
421,2024,32138.833922,20716.920463,,,A,2531000.0,718000.0,CZE,,
422,1970,3464.517388,26356.600279,,,A,44000.0,94000.0,DNK,7.22,7.22
423,1971,3845.628996,27005.713314,,,A,34000.0,83000.0,DNK,8.35,8.35
424,1972,4653.982905,27871.171964,,,A,33000.0,72000.0,DNK,8.11,8.11
425,1973,6117.020501,29011.128616,,,E,33000.0,72000.0,DNK,8.51,8.51
426,1974,6763.41618,28595.420781,,,A,24000.0,64000.0,DNK,8.75,8.75
427,1975,7987.37558,28109.979323,,,A,13000.0,50000.0,DNK,9.23,9.23
428,1976,8772.942738,29721.869441,,,A,15000.0,53000.0,DNK,8.04,8.04
429,1977,9769.29942,30218.054405,,,A,11000.0,37000.0,DNK,8.27,8.27
430,1978,11817.350414,30852.794758,,,A,21000.0,64000.0,DNK,7.82,7.82
431,1979,13757.188737,32024.831471,,,A,33000.0,133000.0,DNK,6.89,6.89
432,1980,13821.909964,31745.582169,,,A,58000.0,202000.0,DNK,7.56,7.56
433,1981,12000.132979,31519.285023,,,A,108000.0,234000.0,DNK,7.57,7.57
434,1982,11739.969662,32769.952061,,,A,132000.0,242000.0,DNK,8.36,8.36
435,1983,11796.186686,33662.464234,,,A,138000.0,226000.0,DNK,8.71,8.71
436,1984,11516.214926,35141.313438,,,A,105000.0,240000.0,DNK,8.21,8.21
437,1985,12212.346835,36586.096661,,,A,145000.0,243000.0,DNK,6.88,6.88
438,1986,17136.132019,38266.917517,,,A,150000.0,250000.0,DNK,7.32,7.32
439,1987,21295.174313,38395.75453,,,A,211000.0,264000.0,DNK,6.83,6.83
440,1988,22523.951116,38481.736109,,,A,229000.0,244000.0,DNK,8.73,8.73
441,1989,21881.710723,38726.805399,,,A,199000.0,222000.0,DNK,9.44,9.44
442,1990,26885.430684,39306.136392,531.44,13.29,A,186600.0,219000.0,DNK,9.55,9.55
443,1991,27002.73806,39776.237332,,,A,195400.0,266300.0,DNK,8.41,8.41
444,1992,29579.345178,40447.256293,,,A,211400.0,273900.0,DNK,9.14,9.14
445,1993,27581.509659,40280.823717,,,A,253000.0,288300.0,DNK,7.89,7.89
446,1994,29968.003429,42270.574953,,,A,268300.0,287600.0,DNK,8.91,8.91
447,1995,35321.395974,43328.636973,,,A,270100.0,290500.0,DNK,8.54,8.54
448,1996,35622.20247,44331.670503,,,A,316200.0,311200.0,DNK,7.07,7.07
449,1997,32779.808806,45546.210422,,,A,331900.0,293400.0,DNK,8.71,8.71
450,1998,33346.085395,46436.815655,,,A,280100.0,266800.0,DNK,8.43,8.43
451,1999,33425.9805,47657.079162,,,A,300000.0,256500.0,DNK,9.12,9.12
452,2000,30721.612792,49266.596145,571.6,14.29,A,442800.0,256400.0,DNK,9.4,9.4
453,2001,30768.154478,49556.734847,,,A,406800.0,278400.0,DNK,8.45,8.45
454,2002,33256.929365,49624.338073,,,A,474200.0,255900.0,DNK,9.31,9.31
455,2003,40518.911987,49707.662122,,,A,587400.0,320000.0,DNK,8.8,8.8
456,2004,46624.740313,50955.597416,,,A,637200.0,312500.0,DNK,8.8,8.8
457,2005,48924.6202,52014.0084,,,A,969200.0,311700.0,DNK,8.88,8.88
458,2006,52117.950065,53821.694028,,,A,827000.0,328200.0,DNK,9.53,9.53
459,2007,58629.833413,54112.302684,,,A,815600.0,279200.0,DNK,9.59,9.59
460,2008,64614.598909,53571.145065,,,A,744700.0,311400.0,DNK,9.54,9.54
461,2009,58412.285512,50635.19671,,,A,961200.0,429900.0,DNK,8.98,8.98
462,2010,58102.664598,51207.792404,586.34,14.66,A,898200.0,464000.0,DNK,7.1,7.1
463,2011,61806.664525,51664.96225,,,A,916200.0,500400.0,DNK,9.08,9.08
464,2012,58440.174177,51467.518902,,,X,1093500.0,734200.0,DNK,8.45,8.45
465,2013,61373.216451,51966.68427,,,A,1337100.0,880900.0,DNK,8.53,8.53
466,2014,62516.917177,52365.402619,,,A,1443200.0,625500.0,DNK,10.18,10.18
467,2015,53091.976924,53091.976924,624.26,15.61,A,1532400.0,745800.0,DNK,9.34,9.34
468,2016,54499.108773,54298.393387,,,A,1357500.0,703600.0,DNK,9.27,9.27
469,2017,57519.675743,55599.201443,,,E,1357500.0,703600.0,DNK,9.18,9.18
470,2018,61322.771325,56353.239816,,,E,1357500.0,703600.0,DNK,9.76,9.76
471,2019,59402.258809,57112.692594,,,E,1357500.0,703600.0,DNK,9.73,9.73
472,2020,60984.170866,55933.347035,632.71,15.82,E,1357500.0,703600.0,DNK,10.1,10.1
473,2021,69727.469477,59803.476041,,,E,1357500.0,703600.0,DNK,9.0,9.0
474,2022,68092.859066,60250.033806,,,E,1357500.0,703600.0,DNK,9.72,9.72
475,2023,68440.24516,61283.775503,,,I,1357500.0,703600.0,DNK,9.56,9.56
476,2024,71846.70758,63225.505149,,,I,1357500.0,703600.0,DNK,,
477,1991,3448.912834,8667.112936,,,,,,EST,6.41,6.41
478,1992,2826.228373,6944.062716,,,A,212000.0,595000.0,EST,6.56,6.56
479,1993,2792.160723,6701.510691,,,A,355000.0,693000.0,EST,5.24,5.24
480,1994,2849.198129,6695.446047,,,A,120000.0,424000.0,EST,5.46,5.46
481,1995,3080.905896,7091.263798,,,A,126000.0,447000.0,EST,6.31,6.31
482,1996,3333.985095,7535.808572,,,A,133000.0,471000.0,EST,4.7,4.7
483,1997,3626.030983,8598.072987,,,A,410000.0,960000.0,EST,5.95,5.95
484,1998,4017.902571,9036.651772,,,X,236000.0,457000.0,EST,5.54,5.54
485,1999,4106.546288,9047.127087,,,X,233000.0,571000.0,EST,6.6,6.6
486,2000,4073.601041,10006.683671,2238.89,52.82,X,890000.0,750000.0,EST,7.09,7.09
487,2001,4502.674889,10662.511509,,,X,1020000.0,860000.0,EST,6.14,6.14
488,2002,5342.919333,11473.95521,,,X,1050000.0,850000.0,EST,6.37,6.37
489,2003,7204.836852,12422.865961,,,X,1000000.0,1100000.0,EST,5.86,5.86
490,2004,8915.212595,13347.294173,,,X,500000.0,800000.0,EST,6.01,6.01
491,2005,10412.13143,14702.831157,,,X,430000.0,620000.0,EST,6.08,6.08
492,2006,12647.329821,16233.665438,,,X,350000.0,750000.0,EST,6.66,6.66
493,2007,16741.541058,17543.14559,,,X,360000.0,630000.0,EST,6.91,6.91
494,2008,18184.828595,16689.19748,,,X,432000.0,720000.0,EST,7.29,7.29
495,2009,14718.824353,14274.706705,,,A,747657.0,1109025.0,EST,6.01,6.01
496,2010,14672.737224,14658.231553,2336.02,55.11,A,985317.0,1535453.0,EST,5.0,5.0
497,2011,17556.623438,15821.89375,,,A,1054723.0,1590985.0,EST,6.98,6.98
498,2012,17569.276431,16461.679992,,,A,1082516.0,1662114.0,EST,5.36,5.36
499,2013,19311.523034,16810.52115,,,A,1055961.0,1764519.0,EST,6.68,6.68
500,2014,20583.2461,17414.918808,,,A,1007720.0,1571316.0,EST,6.89,6.89
501,2015,17733.358703,17733.358703,2421.42,55.7,A,1200000.0,1875000.0,EST,7.44,7.44
502,2016,18665.53669,18264.168365,,,A,1100000.0,2091667.0,EST,6.47,6.47
503,2017,20850.881336,19270.221702,,,A,1537273.0,2919167.0,EST,6.38,6.38
504,2018,23618.35945,19914.533795,,,A,1640909.0,3115000.0,EST,7.11,7.11
505,2019,24022.635125,20581.062239,,,A,1473636.0,2798333.0,EST,7.42,7.42
506,2020,23931.338948,19944.732986,2443.87,57.17,A,1514545.0,2875833.0,EST,8.27,8.27
507,2021,27936.607486,21338.288836,,,A,1420909.0,2466667.0,EST,6.53,6.53
508,2022,28424.774302,21061.111919,,,A,1486364.0,2580000.0,EST,6.96,6.96
509,2023,30201.408739,20168.903655,,,A,1572727.0,2800000.0,EST,7.09,7.09
510,2024,31432.181767,20214.584693,,,A,1460909.0,2600833.0,EST,,
511,1970,2465.92062,17145.426465,,,A,1480000.0,6200000.0,FIN,1.62,1.62
512,1971,2716.551559,17527.375163,,,A,1430000.0,5940000.0,FIN,1.24,1.24
513,1972,3178.17079,18771.597958,,,A,1360000.0,5690000.0,FIN,3.22,3.22
514,1973,4173.861995,19969.092149,,,A,1320000.0,5450000.0,FIN,1.97,1.97
515,1974,5298.334247,20507.975869,,,A,1250000.0,5190000.0,FIN,3.63,3.63
516,1975,6256.389641,20785.888314,,,A,1210000.0,4970000.0,FIN,3.26,3.26
517,1976,6740.258441,20794.932096,,,A,1150000.0,4760000.0,FIN,0.65,0.65
518,1977,7070.217338,20786.461154,,,A,880000.0,,FIN,1.52,1.52
519,1977,7070.217338,20786.461154,,,E,,4197000.0,FIN,1.52,1.52
520,1978,7630.105408,21331.864514,,,A,810000.0,,FIN,0.49,0.49
521,1978,7630.105408,21331.864514,,,E,,3674000.0,FIN,0.49,0.49
522,1979,9332.884294,22792.624486,,,A,1130000.0,,FIN,1.83,1.83
523,1979,9332.884294,22792.624486,,,E,,3313000.0,FIN,1.83,1.83
524,1980,11226.179204,23945.989861,,,A,1080000.0,,FIN,1.27,1.27
525,1980,11226.179204,23945.989861,,,E,,3019000.0,FIN,1.27,1.27
526,1981,10925.766949,24151.162039,,,A,1070000.0,2350000.0,FIN,1.22,1.22
527,1982,10934.94259,24757.200587,,,A,1027000.0,2278000.0,FIN,2.13,2.13
528,1983,10493.72897,25373.677797,,,A,1020000.0,2222000.0,FIN,2.37,2.37
529,1984,10830.067485,26052.666603,,,A,1004000.0,2156000.0,FIN,2.81,2.81
530,1985,11393.942479,26862.50057,,,A,978000.0,2077000.0,FIN,-0.09,-0.09
531,1986,14946.123712,27512.82368,,,A,963000.0,2046000.0,FIN,1.5,1.5
532,1987,18565.001998,28411.680761,,,A,895000.0,2061000.0,FIN,0.15,0.15
533,1988,22043.048147,29811.061975,,,A,950000.0,2034000.0,FIN,2.21,2.21
534,1989,23967.282736,31213.697295,,,A,990000.0,2800000.0,FIN,4.02,4.02
535,1990,28366.824081,31290.618678,21875.33,71.82,A,950000.0,2034000.0,FIN,3.14,3.14
536,1991,25486.316932,29290.159563,,,A,922000.0,2000000.0,FIN,2.63,2.63
537,1992,22319.785546,28161.480034,,,A,910000.0,1968000.0,FIN,2.87,2.87
538,1993,17587.477099,27807.076626,,,A,1413000.0,2748000.0,FIN,2.13,2.13
539,1994,20277.058444,28785.209559,,,A,1385000.0,2716000.0,FIN,2.2,2.2
540,1995,26244.856883,29889.748976,,,A,1387000.0,2708000.0,FIN,2.72,2.72
541,1996,25756.634914,30882.970069,,,A,1389000.0,2705000.0,FIN,2.07,2.07
542,1997,24680.821548,32761.544366,,,A,1367000.0,2674000.0,FIN,2.57,2.57
543,1998,25999.521263,34457.121314,,,X,1403673.0,2715444.0,FIN,1.6,1.6
544,1999,26180.199987,35886.203177,,,X,1368000.0,2676000.0,FIN,2.68,2.68
545,2000,24335.95777,37872.657026,22445.64,73.69,X,1400205.0,2714577.0,FIN,3.88,3.88
546,2001,24965.381046,38784.407573,,,X,1996000.0,2487000.0,FIN,2.38,2.38
547,2002,26989.659127,39343.463395,,,X,2313851.0,2545715.0,FIN,2.5,2.5
548,2003,32920.458307,40039.437135,,,X,2414423.0,2580011.0,FIN,2.78,2.78
549,2004,37768.306796,41522.153474,,,X,2527762.0,2589645.0,FIN,2.91,2.91
550,2005,39049.974589,42529.464215,,,X,2543823.0,2590374.0,FIN,3.61,3.61
551,2006,41214.187037,44069.575813,,,X,2624638.0,2665671.0,FIN,3.29,3.29
552,2007,48473.115663,46213.777299,,,X,2580855.0,2625599.0,FIN,3.48,3.48
553,2008,53769.695256,46360.065249,,,A,2293600.0,3177800.0,FIN,3.41,3.41
554,2009,47478.478479,42412.628675,,,A,2634800.0,3371800.0,FIN,2.65,2.65
555,2010,46506.304908,43556.550823,22242.0,73.19,A,3075000.0,3630000.0,FIN,1.42,1.42
556,2011,51060.618023,44391.709096,,,A,3426100.0,3825600.0,FIN,3.87,3.87
557,2012,47551.669693,43507.930582,,,A,3703983.0,3991388.0,FIN,2.08,2.08
558,2013,49690.274507,42882.999923,,,A,3686226.0,3973950.0,FIN,3.75,3.75
559,2014,50072.199152,42501.149632,,,A,3789470.0,4042350.0,FIN,3.92,3.92
560,2015,42558.897152,42558.897152,22409.0,73.74,A,3946391.0,4018054.0,FIN,4.19,4.19
561,2016,43449.943725,43528.361309,,,A,3389162.0,3717976.0,FIN,3.45,3.45
562,2017,46083.494803,44860.738226,,,A,3677519.0,4271572.0,FIN,2.92,2.92
563,2018,49652.34572,45335.502657,,,A,3547190.0,4211541.0,FIN,3.67,3.67
564,2019,48356.840842,45897.299206,,,A,3716043.0,4297187.0,FIN,3.16,3.16
565,2020,48828.075389,44690.422514,22543.0,74.17,A,4322432.0,4614580.0,FIN,4.74,4.74
566,2021,53098.579336,45817.5967,,,A,4297127.0,4613919.0,FIN,2.82,2.82
567,2022,50318.992709,46246.413311,,,A,4613147.0,4772930.0,FIN,3.71,3.71
568,2023,52762.462742,45447.914477,,,A,4922226.0,4926393.0,FIN,3.22,3.22
569,2024,53482.352928,45247.565883,,,A,4428942.0,5384313.0,FIN,,
570,1970,2891.413491,17423.502828,,,E,4000000.0,7400000.0,FRA,10.39,10.39
571,1971,3202.122011,18180.642561,,,E,4000000.0,6900000.0,FRA,10.34,10.34
572,1972,3896.340896,18840.101051,,,E,4000000.0,6300000.0,FRA,10.04,10.04
573,1973,5029.204234,19924.45743,,,E,4000000.0,6000000.0,FRA,10.28,10.28
574,1974,5391.749333,20723.117564,,,E,4000000.0,6100000.0,FRA,10.61,10.61
575,1975,6764.372366,20396.41741,,,E,4000000.0,6100000.0,FRA,10.46,10.46
576,1976,6958.018354,21205.500612,,,E,4000000.0,6100000.0,FRA,10.85,10.85
577,1977,7645.922548,21864.846171,,,E,4000000.0,5800000.0,FRA,10.59,10.59
578,1978,9390.13023,22617.723864,,,E,4000000.0,5800000.0,FRA,10.13,10.13
579,1979,11334.806041,23352.45666,,,E,4000000.0,5800000.0,FRA,10.13,10.13
580,1980,12876.009594,23620.616263,,,E,4000000.0,5800000.0,FRA,9.82,9.82
581,1981,11228.165935,23762.99671,,,E,4000000.0,5800000.0,FRA,10.57,10.57
582,1982,10592.175377,24197.394582,,,E,4000000.0,5800000.0,FRA,11.16,11.16
583,1983,10081.65581,24365.734015,,,E,4000000.0,5800000.0,FRA,10.91,10.91
584,1984,9515.737987,24629.020999,,,E,4000000.0,5800000.0,FRA,10.19,10.19
585,1985,9865.758149,24884.440304,,,E,4000000.0,5800000.0,FRA,9.91,9.91
586,1986,13720.631235,25348.505399,,,E,4000000.0,5800000.0,FRA,10.25,10.25
587,1987,16526.690902,25858.519481,,,E,4000000.0,5800000.0,FRA,10.29,10.29
588,1988,17934.017507,26952.657434,,,X,2862700.0,25764810.0,FRA,11.07,11.07
589,1989,17935.826751,27979.505995,,,X,2973530.0,26761810.0,FRA,11.67,11.67
590,1990,22067.091433,28617.165042,14436.0,26.79,A,3693000.0,33236000.0,FRA,11.57,11.57
591,1991,21981.419812,28828.752589,,,A,3850000.0,34653000.0,FRA,10.48,10.48
592,1992,24143.9052,29121.757627,,,A,3940000.0,35463000.0,FRA,10.89,10.89
593,1993,22740.914004,28893.515954,,,A,3795000.0,34158000.0,FRA,10.61,10.61
594,1994,23893.443801,29480.945484,,,A,3640000.0,32757000.0,FRA,11.86,11.86
595,1995,27411.260775,30060.734158,,,A,3557000.0,32010000.0,FRA,11.4,11.4
596,1996,27388.850333,30382.322323,,,A,3503000.0,31526000.0,FRA,10.4,10.4
597,1997,24746.948792,31050.103538,,,A,3398000.0,30581000.0,FRA,11.65,11.65
598,1998,25467.464047,32007.289137,,,A,3289000.0,29601000.0,FRA,11.03,11.03
599,1999,25166.044865,32924.252699,,,A,3187000.0,28686000.0,FRA,11.48,11.48
600,2000,22879.523163,34057.362172,15288.0,28.37,A,3105000.0,27941000.0,FRA,11.63,11.63
601,2001,22875.782666,34460.138485,,,A,3053000.0,27475000.0,FRA,11.27,11.27
602,2002,24738.866861,34584.388381,,,A,2992000.0,26925000.0,FRA,11.69,11.69
603,2003,30211.754688,34681.17391,,,A,2952000.0,26569000.0,FRA,12.02,12.02
604,2004,34487.679543,35422.748047,,,A,2908000.0,26174000.0,FRA,11.15,11.15
605,2005,35572.336953,35828.305571,,,X,2455500.0,22099516.0,FRA,11.16,11.16
606,2006,37354.836662,36548.763934,,,X,2467500.0,22207501.0,FRA,11.81,11.81
607,2007,42539.054287,37243.976106,,,E,2023000.0,18209000.0,FRA,11.45,11.45
608,2008,46619.84842,37178.481544,,,E,2171000.0,19543000.0,FRA,11.08,11.08
609,2009,42786.043682,35941.565365,,,E,2300000.0,20700000.0,FRA,11.52,11.52
610,2010,41727.216706,36480.787611,16419.0,30.46,E,2676000.0,24080000.0,FRA,10.43,10.43
611,2011,45037.4776,37184.506406,,,E,2227000.0,20040000.0,FRA,12.22,12.22
612,2012,41883.724108,37064.043747,,,E,2492000.0,22432000.0,FRA,11.34,11.34
613,2013,43736.243426,37162.773011,,,E,2784000.0,25053000.0,FRA,10.92,10.92
614,2014,44228.255892,37356.779181,,,E,2363000.0,21263000.0,FRA,12.25,12.25
615,2015,37625.097212,37625.097212,16836.0,31.24,E,2542000.0,22879000.0,FRA,12.08,12.08
616,2016,37955.553403,37849.263886,,,E,2710000.0,24389000.0,FRA,11.55,11.55
617,2017,39655.008134,38520.760247,,,E,2490000.0,22406000.0,FRA,11.81,11.81
618,2018,42454.147492,39014.479272,,,E,2414819.0,21733368.0,FRA,12.43,12.43
619,2019,41424.249592,39678.352425,,,E,2419000.0,21800000.0,FRA,12.16,12.16
620,2020,40177.754431,36628.051034,17348.0,32.19,E,2332376.0,21000000.0,FRA,12.63,12.63
621,2021,44889.141159,39043.307338,,,A,2695000.0,24255000.0,FRA,11.37,11.37
622,2022,42190.880327,39929.911123,,,A,2417000.0,21756000.0,FRA,13.04,13.04
623,2023,45934.463007,40205.931323,,,E,2410940.0,21698460.0,FRA,12.8,12.8
624,2024,47515.385391,40607.7338,,,I,2410940.0,21698460.0,FRA,,
625,1970,2769.972144,18045.020388,,,A,1083000.0,3200000.0,DEU,7.97,7.97
626,1971,3202.474879,18576.87825,,,A,1156000.0,3100000.0,DEU,8.75,8.75
627,1972,3822.349437,19283.681386,,,A,1210000.0,2500000.0,DEU,8.08,8.08
628,1973,5063.380316,20141.744293,,,A,1304000.0,2400000.0,DEU,8.5,8.5
629,1974,5657.660538,20313.37426,,,A,1287000.0,,DEU,9.07,9.07
630,1974,5657.660538,20313.37426,,,X,,2200000.0,DEU,9.07,9.07
631,1975,6256.820788,20212.747345,,,A,1288000.0,2100000.0,DEU,9.14,9.14
632,1976,6656.653525,21304.451181,,,A,1438000.0,2150000.0,DEU,8.73,8.73
633,1977,7708.475655,22067.949969,,,A,1342000.0,2150000.0,DEU,8.9,8.9
634,1978,9513.973803,22752.29099,,,A,1408000.0,2150000.0,DEU,8.01,8.01
635,1979,11318.768539,23686.726249,,,A,1509000.0,2350000.0,DEU,7.87,7.87
636,1980,12179.158797,23969.064996,,,A,1637000.0,2650000.0,DEU,7.76,7.76
637,1981,10241.060633,24055.169937,,,A,1906000.0,2800000.0,DEU,8.36,8.36
638,1982,9942.431753,23976.80655,,,A,2048000.0,2900000.0,DEU,8.98,8.98
639,1983,9888.655134,24406.604141,,,A,1679000.0,2790000.0,DEU,9.11,9.11
640,1984,9330.527369,25168.283479,,,A,1721000.0,2730000.0,DEU,8.0,8.0
641,1985,9442.24979,25798.762956,,,E,1627000.0,2730000.0,DEU,7.53,7.53
642,1986,13476.353242,26368.419344,,,A,2055000.0,2311000.0,DEU,8.03,8.03
643,1987,16691.07356,26690.699468,,,E,1997000.0,2311000.0,DEU,7.47,7.47
644,1988,17940.689526,27565.890606,,,E,1971000.0,2311000.0,DEU,9.13,9.13
645,1989,17772.662493,28414.871411,,,E,2055000.0,2311000.0,DEU,9.56,9.56
646,1990,22308.158672,29645.084712,11300.0,32.37,E,2055000.0,2311000.0,DEU,9.51,9.51
647,1991,23358.597942,30928.467915,,,E,1065000.0,2730000.0,DEU,8.37,8.37
